"","Loc","Type","z"
"ERR2851884Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C13","Epi_CS3",1
"ERR2851885Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C14","Epi_CS3",1
"ERR2851886Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C15","Hyp_CS3",1
"ERR2851887Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C16","Epi_CS3",1
"ERR2851888Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C17","Hyp_CS3",1
"ERR2851889Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C18","Hyp_CS3",1
"ERR2851890Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C19","Hyp_CS3",1
"ERR2851891Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C20","Hyp_CS3",1
"ERR2851892Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C21","Epi_CS3",1
"ERR2851893Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C22","Hyp_CS3",1
"ERR2851894Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C23","Epi_CS3",1
"ERR2851895Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C24","Hyp_CS3",1
"ERR2851896Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C25","Epi_CS3",1
"ERR2851897Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C26","Hyp_CS3",1
"ERR2851898Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C27","Epi_CS3",1
"ERR2851899Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C28","Epi_CS3",1
"ERR2851900Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C29","Hyp_CS3",1
"ERR2851901Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C30","Epi_CS3",1
"ERR2851902Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C31","Hyp_CS3",1
"ERR2851903Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C32","Epi_CS3",1
"ERR2851904Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C33","Epi_CS3",1
"ERR2851905Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C34","Epi_CS3",1
"ERR2851906Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C35","Epi_CS3",1
"ERR2851907Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C36","Hyp_CS3",1
"ERR2851908Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C37","Epi_CS3",1
"ERR2851909Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C38","Hyp_CS3",1
"ERR2851910Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C39","Epi_CS3",1
"ERR2851911Aligned.sortedByCoord.out.bam","E-MTAB-7078:LateICM_4_C40","Epi_CS3",1
"X3536STDY8289195Aligned.sortedByCoord.out.bam","190215LBlaA1","Tb_CS3",1
"X3536STDY8289196Aligned.sortedByCoord.out.bam","190215LBlaA2","Tb_CS3",1
"X3536STDY8289197Aligned.sortedByCoord.out.bam","190215LBlaA3","Tb_CS3",1
"X3536STDY8289200Aligned.sortedByCoord.out.bam","190215LBlaA6","Tb_CS3",1
"X3536STDY8289201Aligned.sortedByCoord.out.bam","190215LBlaA7","Tb_CS3",1
"X3536STDY8289202Aligned.sortedByCoord.out.bam","190215LBlaA8","Tb_CS3",1
"X3536STDY8289206Aligned.sortedByCoord.out.bam","190215LBlaB4","Tb_CS3",1
"X3536STDY8289212Aligned.sortedByCoord.out.bam","190215LBlaC2","Tb_CS3",1
"X3536STDY8289213Aligned.sortedByCoord.out.bam","190215LBlaC3","Tb_CS3",1
"X3536STDY8289214Aligned.sortedByCoord.out.bam","190215LBlaC4","Tb_CS3",1
"X3536STDY8289215Aligned.sortedByCoord.out.bam","190215LBlaC5","Tb_CS3",1
"X3536STDY8289216Aligned.sortedByCoord.out.bam","190215LBlaC6","Tb_CS3",1
"X3536STDY8289221Aligned.sortedByCoord.out.bam","190215LBlaD3","Tb_CS3",1
"X3536STDY8289223Aligned.sortedByCoord.out.bam","190215LBlaD5","Tb_CS3",1
"X3536STDY8289224Aligned.sortedByCoord.out.bam","190215LBlaD6","Tb_CS3",1
"X3536STDY8289225Aligned.sortedByCoord.out.bam","190215LBlaD7","Tb_CS3",1
"X3536STDY8289227Aligned.sortedByCoord.out.bam","190215LBlaE1","Tb_CS3",1
"X3536STDY8289228Aligned.sortedByCoord.out.bam","190215LBlaE2","Tb_CS3",1
"X3536STDY8289230Aligned.sortedByCoord.out.bam","190215LBlaE4","Tb_CS3",1
"X3536STDY8289231Aligned.sortedByCoord.out.bam","190215LBlaE5","Tb_CS3",1
"X3536STDY8289232Aligned.sortedByCoord.out.bam","190215LBlaE6","Tb_CS3",1
"X3536STDY8289233Aligned.sortedByCoord.out.bam","190215LBlaE7","Tb_CS3",1
"X3536STDY8289234Aligned.sortedByCoord.out.bam","190215LBlaE8","Tb_CS3",1
"X3536STDY8289235Aligned.sortedByCoord.out.bam","190215LBlaF1","Tb_CS3",1
"X3536STDY8289236Aligned.sortedByCoord.out.bam","190215LBlaF2","Tb_CS3",1
"X3536STDY8289237Aligned.sortedByCoord.out.bam","190215LBlaF3","Tb_CS3",1
"X3536STDY8289238Aligned.sortedByCoord.out.bam","190215LBlaF4","Tb_CS3",1
"X3536STDY8289240Aligned.sortedByCoord.out.bam","190215LBlaF6","Tb_CS3",1
"X3536STDY8289241Aligned.sortedByCoord.out.bam","190215LBlaF7","Tb_CS3",1
"X3536STDY8289242Aligned.sortedByCoord.out.bam","190215LBlaF8","Tb_CS3",1
"X3536STDY8289243Aligned.sortedByCoord.out.bam","190219LBlaA1","Tb_CS3",1
"X3536STDY8289244Aligned.sortedByCoord.out.bam","190219LBlaA2","Hyp_CS3",1
"X3536STDY8289245Aligned.sortedByCoord.out.bam","190219LBlaA3","Tb_CS3",1
"X3536STDY8289246Aligned.sortedByCoord.out.bam","190219LBlaA4","Tb_CS3",1
"X3536STDY8289247Aligned.sortedByCoord.out.bam","190219LBlaA5","Hyp_CS3",1
"X3536STDY8289249Aligned.sortedByCoord.out.bam","190219LBlaA7","Tb_CS3",1
"X3536STDY8289250Aligned.sortedByCoord.out.bam","190219LBlaA8","Tb_CS3",1
"X3536STDY8289251Aligned.sortedByCoord.out.bam","190219LBlaB1","Tb_CS3",1
"X3536STDY8289253Aligned.sortedByCoord.out.bam","190219LBlaB3","Tb_CS3",1
"X3536STDY8289254Aligned.sortedByCoord.out.bam","190219LBlaB4","Tb_CS3",1
"X3536STDY8289255Aligned.sortedByCoord.out.bam","190219LBlaB5","Hyp_CS3",1
"X3536STDY8289256Aligned.sortedByCoord.out.bam","190219LBlaB6","Tb_CS3",1
"X3536STDY8289257Aligned.sortedByCoord.out.bam","190219LBlaB7","Hyp_CS3",1
"X3536STDY8289258Aligned.sortedByCoord.out.bam","190219LBlaB8","Tb_CS3",1
"X3536STDY8289259Aligned.sortedByCoord.out.bam","190219LBlaC1","Tb_CS3",1
"X3536STDY8289260Aligned.sortedByCoord.out.bam","190219LBlaC2","Tb_CS3",1
"X3536STDY8289261Aligned.sortedByCoord.out.bam","190219LBlaC3","Tb_CS3",1
"X3536STDY8289262Aligned.sortedByCoord.out.bam","190219LBlaC4","Tb_CS3",1
"X3536STDY8289263Aligned.sortedByCoord.out.bam","190219LBlaC5","Tb_CS3",1
"X3536STDY8289265Aligned.sortedByCoord.out.bam","190219LBlaC7","Tb_CS3",1
"X3536STDY8289266Aligned.sortedByCoord.out.bam","190219LBlaC8","Tb_CS3",1
"X3536STDY8289267Aligned.sortedByCoord.out.bam","190219LBlaD1","Tb_CS3",1
"X3536STDY8289268Aligned.sortedByCoord.out.bam","190219LBlaD2","Tb_CS3",1
"X3536STDY8289270Aligned.sortedByCoord.out.bam","190219LBlaD4","Tb_CS3",1
"X3536STDY8289271Aligned.sortedByCoord.out.bam","190219LBlaD5","Tb_CS3",1
"X3536STDY8289272Aligned.sortedByCoord.out.bam","190219LBlaD6","Epi_CS3",1
"X3536STDY8289273Aligned.sortedByCoord.out.bam","190219LBlaD7","Epi_CS3",1
"X3536STDY8289274Aligned.sortedByCoord.out.bam","190219LBlaD8","Hyp_CS3",1
"X3536STDY8289275Aligned.sortedByCoord.out.bam","190219LBlaE1","Epi_CS3",1
"X3536STDY8289276Aligned.sortedByCoord.out.bam","190219LBlaE2","Hyp_CS3",1
"X3536STDY8289277Aligned.sortedByCoord.out.bam","190219LBlaE3","Epi_CS3",1
"X3536STDY8289278Aligned.sortedByCoord.out.bam","190219LBlaE4","Hyp_CS3",1
"X3536STDY8289279Aligned.sortedByCoord.out.bam","190219LBlaE5","Epi_CS3",1
"X3536STDY8289280Aligned.sortedByCoord.out.bam","190219LBlaE6","Epi_CS3",1
"X3536STDY8289281Aligned.sortedByCoord.out.bam","190219LBlaE7","Tb_CS3",1
"X3536STDY8289282Aligned.sortedByCoord.out.bam","190219LBlaE8","Tb_CS3",1
"X3536STDY8289283Aligned.sortedByCoord.out.bam","190219LBlaF1","Tb_CS3",1
"X3536STDY8289284Aligned.sortedByCoord.out.bam","190219LBlaF2","Tb_CS3",1
"X3536STDY8289285Aligned.sortedByCoord.out.bam","190219LBlaF3","Tb_CS3",1
"X3536STDY8289286Aligned.sortedByCoord.out.bam","190219LBlaF4","Tb_CS3",1
"X3536STDY8289287Aligned.sortedByCoord.out.bam","190219LBlaF5","Tb_CS3",1
"X3536STDY8289288Aligned.sortedByCoord.out.bam","190219LBlaF6","Tb_CS3",1
"X3536STDY8289289Aligned.sortedByCoord.out.bam","190219LBlaF7","Tb_CS3",1
"X3536STDY8612477Aligned.sortedByCoord.out.bam","E15C2_243_Y","EmDisc_CS6",1
"X3536STDY8612478Aligned.sortedByCoord.out.bam","E15C2_243_AK","ExMes_CS6",1
"X3536STDY8612479Aligned.sortedByCoord.out.bam","E15C2_255_A","Tb_CS6",1
"X3536STDY8612480Aligned.sortedByCoord.out.bam","E15C2_255_M","Am_CS6",1
"X3536STDY8612481Aligned.sortedByCoord.out.bam","E15C2_255_Y","ExMes_CS6",1
"X3536STDY8612482Aligned.sortedByCoord.out.bam","E15C2_255_AK","ExMes_CS6",1
"X3536STDY8612484Aligned.sortedByCoord.out.bam","E15C2_243_N","Am_CS6",1
"X3536STDY8612485Aligned.sortedByCoord.out.bam","E15C2_243_Z","EmDisc_CS6",1
"X3536STDY8612487Aligned.sortedByCoord.out.bam","E15C2_255_B","Tb_CS6",1
"X3536STDY8612489Aligned.sortedByCoord.out.bam","E15C2_255_Z","Am_CS6",1
"X3536STDY8612490Aligned.sortedByCoord.out.bam","E15C2_255_AL","ExMes_CS6",1
"X3536STDY8612491Aligned.sortedByCoord.out.bam","E15C2_243_C","Am_CS6",1
"X3536STDY8612492Aligned.sortedByCoord.out.bam","E15C2_243_O","PGC_CS6",1
"X3536STDY8612493Aligned.sortedByCoord.out.bam","E15C2_243_AA","EmDisc_CS6",1
"X3536STDY8612494Aligned.sortedByCoord.out.bam","E15C2_243_AM","SYS_CS6",1
"X3536STDY8612497Aligned.sortedByCoord.out.bam","E15C2_255_AA","VE_CS6",1
"X3536STDY8612498Aligned.sortedByCoord.out.bam","E15C2_255_AM","ExMes_CS6",1
"X3536STDY8612499Aligned.sortedByCoord.out.bam","E15C2_243_D","Am_CS6",1
"X3536STDY8612500Aligned.sortedByCoord.out.bam","E15C2_243_P","PGC_CS6",1
"X3536STDY8612501Aligned.sortedByCoord.out.bam","E15C2_243_AB","EmDisc_CS6",1
"X3536STDY8612502Aligned.sortedByCoord.out.bam","E15C2_243_AN","SYS_CS6",1
"X3536STDY8612503Aligned.sortedByCoord.out.bam","E15C2_255_D","Am_CS6",1
"X3536STDY8612504Aligned.sortedByCoord.out.bam","E15C2_255_P","Tb_CS6",1
"X3536STDY8612506Aligned.sortedByCoord.out.bam","E15C2_255_AN","SYS_CS6",1
"X3536STDY8612507Aligned.sortedByCoord.out.bam","E15C2_243_E","Am_CS6",1
"X3536STDY8612508Aligned.sortedByCoord.out.bam","E15C2_243_Q","PGC_CS6",1
"X3536STDY8612509Aligned.sortedByCoord.out.bam","E15C2_243_AC","VE_CS6",1
"X3536STDY8612510Aligned.sortedByCoord.out.bam","E15C2_243_AO","SYS_CS6",1
"X3536STDY8612511Aligned.sortedByCoord.out.bam","E15C2_255_E","Am_CS6",1
"X3536STDY8612512Aligned.sortedByCoord.out.bam","E15C2_255_Q","Tb_CS6",1
"X3536STDY8612514Aligned.sortedByCoord.out.bam","E15C2_255_AO","SYS_CS6",1
"X3536STDY8612515Aligned.sortedByCoord.out.bam","E15C2_243_F","Am_CS6",1
"X3536STDY8612516Aligned.sortedByCoord.out.bam","E15C2_243_R","EmDisc_CS6",1
"X3536STDY8612517Aligned.sortedByCoord.out.bam","E15C2_243_AD","VE_CS6",1
"X3536STDY8612519Aligned.sortedByCoord.out.bam","E15C2_255_F","Am_CS6",1
"X3536STDY8612520Aligned.sortedByCoord.out.bam","E15C2_255_R","EmDisc_CS6",1
"X3536STDY8612522Aligned.sortedByCoord.out.bam","E15C2_255_AP","SYS_CS6",1
"X3536STDY8612524Aligned.sortedByCoord.out.bam","E15C2_243_S","EmDisc_CS6",1
"X3536STDY8612525Aligned.sortedByCoord.out.bam","E15C2_243_AE","VE_CS6",1
"X3536STDY8612528Aligned.sortedByCoord.out.bam","E15C2_255_S","EmDisc_CS6",1
"X3536STDY8612529Aligned.sortedByCoord.out.bam","E15C2_255_AE","VE_CS6",1
"X3536STDY8612530Aligned.sortedByCoord.out.bam","E15C2_255_AQ","EmDisc_CS6",1
"X3536STDY8612531Aligned.sortedByCoord.out.bam","E15C2_243_H","Am_CS6",1
"X3536STDY8612532Aligned.sortedByCoord.out.bam","E15C2_243_T","EmDisc_CS6",1
"X3536STDY8612533Aligned.sortedByCoord.out.bam","E15C2_243_AF","VE_CS6",1
"X3536STDY8612534Aligned.sortedByCoord.out.bam","E15C2_243_AR","EmDisc_CS6",1
"X3536STDY8612536Aligned.sortedByCoord.out.bam","E15C2_255_T","EmDisc_CS6",1
"X3536STDY8612537Aligned.sortedByCoord.out.bam","E15C2_255_AF","VE_CS6",1
"X3536STDY8612539Aligned.sortedByCoord.out.bam","E15C2_243_I","Am_CS6",1
"X3536STDY8612540Aligned.sortedByCoord.out.bam","E15C2_243_U","EmDisc_CS6",1
"X3536STDY8612541Aligned.sortedByCoord.out.bam","E15C2_243_AG","VE_CS6",1
"X3536STDY8612542Aligned.sortedByCoord.out.bam","E15C2_243_AS","EmDisc_CS6",1
"X3536STDY8612544Aligned.sortedByCoord.out.bam","E15C2_255_U","EmDisc_CS6",1
"X3536STDY8612548Aligned.sortedByCoord.out.bam","E15C2_243_V","EmDisc_CS6",1
"X3536STDY8612549Aligned.sortedByCoord.out.bam","E15C2_243_AH","VE_CS6",1
"X3536STDY8612550Aligned.sortedByCoord.out.bam","E15C2_243_AT","SYS_CS6",1
"X3536STDY8612551Aligned.sortedByCoord.out.bam","E15C2_255_J","Am_CS6",1
"X3536STDY8612552Aligned.sortedByCoord.out.bam","E15C2_255_V","EmDisc_CS6",1
"X3536STDY8612553Aligned.sortedByCoord.out.bam","E15C2_255_AH","SYS_CS6",1
"X3536STDY8612555Aligned.sortedByCoord.out.bam","E15C2_243_K","Am_CS6",1
"X3536STDY8612556Aligned.sortedByCoord.out.bam","E15C2_243_W","EmDisc_CS6",1
"X3536STDY8612557Aligned.sortedByCoord.out.bam","E15C2_243_AI","VE_CS6",1
"X3536STDY8612558Aligned.sortedByCoord.out.bam","E15C2_243_AU","ExMes_CS6",1
"X3536STDY8612560Aligned.sortedByCoord.out.bam","E15C2_255_W","EmDisc_CS6",1
"X3536STDY8612561Aligned.sortedByCoord.out.bam","E15C2_255_AI","ExMes_CS6",1
"X3536STDY8612563Aligned.sortedByCoord.out.bam","E15C2_243_L","Am_CS6",1
"X3536STDY8612564Aligned.sortedByCoord.out.bam","E15C2_243_X","EmDisc_CS6",1
"X3536STDY8612565Aligned.sortedByCoord.out.bam","E15C2_243_AJ","VE_CS6",1
"X3536STDY8612568Aligned.sortedByCoord.out.bam","E15C2_255_X","EmDisc_CS6",1
"X3536STDY8612569Aligned.sortedByCoord.out.bam","E15C2_255_AJ","ExMes_CS6",1
"X3536STDY8652378Aligned.sortedByCoord.out.bam","E15C2_229_A","ExMes_CS6",1
"X3536STDY8652379Aligned.sortedByCoord.out.bam","E15C2_229_M","ExMes_CS6",1
"X3536STDY8652381Aligned.sortedByCoord.out.bam","E15C2_234_O","EmDisc_CS6",1
"X3536STDY8652382Aligned.sortedByCoord.out.bam","E15C2_234_AA","ExMes_CS6",1
"X3536STDY8652383Aligned.sortedByCoord.out.bam","E15C2_234_AM","ExMes_CS6",1
"X3536STDY8652384Aligned.sortedByCoord.out.bam","E15C2_246_C","Tb_CS6",1
"X3536STDY8652385Aligned.sortedByCoord.out.bam","E15C2_246_O","EmDisc_CS6",1
"X3536STDY8652387Aligned.sortedByCoord.out.bam","E15C2_229_N","ExMes_CS6",1
"X3536STDY8652388Aligned.sortedByCoord.out.bam","E15C2_234_D","Am_CS6",1
"X3536STDY8652389Aligned.sortedByCoord.out.bam","E15C2_234_P","EmDisc_CS6",1
"X3536STDY8652390Aligned.sortedByCoord.out.bam","E15C2_234_AB","ExMes_CS6",1
"X3536STDY8652391Aligned.sortedByCoord.out.bam","E15C2_234_AN","ExMes_CS6",1
"X3536STDY8652394Aligned.sortedByCoord.out.bam","E15C2_229_C","ExMes_CS6",1
"X3536STDY8652396Aligned.sortedByCoord.out.bam","E15C2_234_E","Am_CS6",1
"X3536STDY8652397Aligned.sortedByCoord.out.bam","E15C2_234_Q","ExMes_CS6",1
"X3536STDY8652399Aligned.sortedByCoord.out.bam","E15C2_234_AO","ExMes_CS6",1
"X3536STDY8652401Aligned.sortedByCoord.out.bam","E15C2_246_Q","SYS_CS6",1
"X3536STDY8652402Aligned.sortedByCoord.out.bam","E15C2_229_D","ExMes_CS6",1
"X3536STDY8652404Aligned.sortedByCoord.out.bam","E15C2_234_F","ExMes_CS6",1
"X3536STDY8652405Aligned.sortedByCoord.out.bam","E15C2_234_R","ExMes_CS6",1
"X3536STDY8652406Aligned.sortedByCoord.out.bam","E15C2_234_AD","ExMes_CS6",1
"X3536STDY8652407Aligned.sortedByCoord.out.bam","E15C2_234_AP","Tb_CS6",1
"X3536STDY8652408Aligned.sortedByCoord.out.bam","E15C2_246_F","Am_CS6",1
"X3536STDY8652410Aligned.sortedByCoord.out.bam","E15C2_229_E","ExMes_CS6",1
"X3536STDY8652413Aligned.sortedByCoord.out.bam","E15C2_234_S","ExMes_CS6",1
"X3536STDY8652414Aligned.sortedByCoord.out.bam","E15C2_234_AE","Stalk_CS6",1
"X3536STDY8652416Aligned.sortedByCoord.out.bam","E15C2_246_G","Am_CS6",1
"X3536STDY8652417Aligned.sortedByCoord.out.bam","E15C2_246_S","ExMes_CS6",1
"X3536STDY8652418Aligned.sortedByCoord.out.bam","E15C2_229_F","ExMes_CS6",1
"X3536STDY8652420Aligned.sortedByCoord.out.bam","E15C2_234_H","Am_CS6",1
"X3536STDY8652421Aligned.sortedByCoord.out.bam","E15C2_234_T","ExMes_CS6",1
"X3536STDY8652422Aligned.sortedByCoord.out.bam","E15C2_234_AF","Stalk_CS6",1
"X3536STDY8652425Aligned.sortedByCoord.out.bam","E15C2_246_T","SYS_CS6",1
"X3536STDY8652429Aligned.sortedByCoord.out.bam","E15C2_234_U","ExMes_CS6",1
"X3536STDY8652431Aligned.sortedByCoord.out.bam","E15C2_234_AS","Tb_CS6",1
"X3536STDY8652432Aligned.sortedByCoord.out.bam","E15C2_246_I","Am_CS6",1
"X3536STDY8652433Aligned.sortedByCoord.out.bam","E15C2_246_U","SYS_CS6",1
"X3536STDY8652434Aligned.sortedByCoord.out.bam","E15C2_229_H","ExMes_CS6",1
"X3536STDY8652436Aligned.sortedByCoord.out.bam","E15C2_234_J","ExMes_CS6",1
"X3536STDY8652437Aligned.sortedByCoord.out.bam","E15C2_234_V","ExMes_CS6",1
"X3536STDY8652438Aligned.sortedByCoord.out.bam","E15C2_234_AH","ExMes_CS6",1
"X3536STDY8652439Aligned.sortedByCoord.out.bam","E15C2_234_AT","Tb_CS6",1
"X3536STDY8652440Aligned.sortedByCoord.out.bam","E15C2_246_J","Am_CS6",1
"X3536STDY8652441Aligned.sortedByCoord.out.bam","E15C2_246_V","SYS_CS6",1
"X3536STDY8652442Aligned.sortedByCoord.out.bam","E15C2_229_I","ExMes_CS6",1
"X3536STDY8652444Aligned.sortedByCoord.out.bam","E15C2_234_K","ExMes_CS6",1
"X3536STDY8652445Aligned.sortedByCoord.out.bam","E15C2_234_W","ExMes_CS6",1
"X3536STDY8652446Aligned.sortedByCoord.out.bam","E15C2_234_AI","Stalk_CS6",1
"X3536STDY8652448Aligned.sortedByCoord.out.bam","E15C2_246_K","Am_CS6",1
"X3536STDY8652449Aligned.sortedByCoord.out.bam","E15C2_246_W","VE_CS6",1
"X3536STDY8652452Aligned.sortedByCoord.out.bam","E15C2_234_L","ExMes_CS6",1
"X3536STDY8652453Aligned.sortedByCoord.out.bam","E15C2_234_X","ExMes_CS6",1
"X3536STDY8652455Aligned.sortedByCoord.out.bam","E15C2_234_AV","Tb_CS6",1
"X3536STDY8652457Aligned.sortedByCoord.out.bam","E15C2_246_X","ExMes_CS6",1
"X3536STDY8652458Aligned.sortedByCoord.out.bam","E15C2_229_K","ExMes_CS6",1
"X3536STDY8652460Aligned.sortedByCoord.out.bam","E15C2_234_M","Am_CS6",1
"X3536STDY8652461Aligned.sortedByCoord.out.bam","E15C2_234_Y","ExMes_CS6",1
"X3536STDY8652465Aligned.sortedByCoord.out.bam","E15C2_246_Y","ExMes_CS6",1
"X3536STDY8652466Aligned.sortedByCoord.out.bam","E15C2_229_L","ExMes_CS6",1
"X3536STDY8652468Aligned.sortedByCoord.out.bam","E15C2_234_N","EmDisc_CS6",1
"X3536STDY8652469Aligned.sortedByCoord.out.bam","E15C2_234_Z","ExMes_CS6",1
"X3536STDY8652470Aligned.sortedByCoord.out.bam","E15C2_234_AL","ExMes_CS6",1
"X3536STDY8652471Aligned.sortedByCoord.out.bam","E15C2_246_B","Tb_CS6",1
"X3536STDY8652474Aligned.sortedByCoord.out.bam","E15C2_246_AA","ExMes_CS6",1
"X3536STDY8652475Aligned.sortedByCoord.out.bam","E15C2_246_AM","PGC_CS6",1
"X3536STDY8652476Aligned.sortedByCoord.out.bam","E15C2_246_AY","EmDisc_CS6",1
"X3536STDY8652483Aligned.sortedByCoord.out.bam","E15C2_246_AN","PGC_CS6",1
"X3536STDY8652484Aligned.sortedByCoord.out.bam","E15C2_246_AZ","EmDisc_CS6",1
"X3536STDY8652490Aligned.sortedByCoord.out.bam","E15C2_246_AC","ExMes_CS6",1
"X3536STDY8652491Aligned.sortedByCoord.out.bam","E15C2_246_AO","ExMes_CS6",1
"X3536STDY8652492Aligned.sortedByCoord.out.bam","E15C2_246_BA","VE_CS6",1
"X3536STDY8652498Aligned.sortedByCoord.out.bam","E15C2_246_AD","ExMes_CS6",1
"X3536STDY8652499Aligned.sortedByCoord.out.bam","E15C2_246_AP","EmDisc_CS6",1
"X3536STDY8652500Aligned.sortedByCoord.out.bam","E15C2_246_BB","VE_CS6",1
"X3536STDY8652506Aligned.sortedByCoord.out.bam","E15C2_246_AE","ExMes_CS6",1
"X3536STDY8652507Aligned.sortedByCoord.out.bam","E15C2_246_AQ","ExMes_CS6",1
"X3536STDY8652514Aligned.sortedByCoord.out.bam","E15C2_246_AF","Stalk_CS6",1
"X3536STDY8652515Aligned.sortedByCoord.out.bam","E15C2_246_AR","PGC_CS6",1
