"","Loc","Type","z"
"X3536STDY8652522Aligned.sortedByCoord.out.bam","E15C2_246_AG","Stalk_CS6",1
"X3536STDY8652523Aligned.sortedByCoord.out.bam","E15C2_246_AS","Am_CS6",1
"X3536STDY8652530Aligned.sortedByCoord.out.bam","E15C2_246_AH","SYS_CS6",1
"X3536STDY8652538Aligned.sortedByCoord.out.bam","E15C2_246_AI","Stalk_CS6",1
"X3536STDY8652539Aligned.sortedByCoord.out.bam","E15C2_246_AU","EmDisc_CS6",1
"X3536STDY8652546Aligned.sortedByCoord.out.bam","E15C2_246_AJ","Stalk_CS6",1
"X3536STDY8652547Aligned.sortedByCoord.out.bam","E15C2_246_AV","EmDisc_CS6",1
"X3536STDY8652554Aligned.sortedByCoord.out.bam","E15C2_246_AK","PGC_CS6",1
"X3536STDY8652555Aligned.sortedByCoord.out.bam","E15C2_246_AW","EmDisc_CS6",1
"X3536STDY8652562Aligned.sortedByCoord.out.bam","E15C2_246_AL","VE_CS6",1
"X3536STDY8652563Aligned.sortedByCoord.out.bam","E15C2_246_AX","EmDisc_CS6",1
"X3536STDY8494232Aligned.sortedByCoord.out.bam","E15C2_249_AF","SYS_CS6",1
"X3536STDY8494239Aligned.sortedByCoord.out.bam","E15C2_249_U","Am_CS6",1
"X3536STDY8494240Aligned.sortedByCoord.out.bam","E15C2_249_AG","EmDisc_CS6",1
"X3536STDY8494247Aligned.sortedByCoord.out.bam","E15C2_249_V","Am_CS6",1
"X3536STDY8494255Aligned.sortedByCoord.out.bam","E15C2_249_W","Am_CS6",1
"X3536STDY8494271Aligned.sortedByCoord.out.bam","E15C2_249_Z","EmDisc_CS6",1
"X3536STDY8494280Aligned.sortedByCoord.out.bam","E15C2_258_C","SYS_CS6",1
"X3536STDY8494288Aligned.sortedByCoord.out.bam","E15C2_258_D","SYS_CS6",1
"X3536STDY8494302Aligned.sortedByCoord.out.bam","E15C2_249_Q","EmDisc_CS6",1
"X3536STDY8494303Aligned.sortedByCoord.out.bam","E15C2_249_AD","VE_CS6",1
"X3536STDY8494310Aligned.sortedByCoord.out.bam","E15C2_249_R","EmDisc_CS6",1
"X3536STDY8494311Aligned.sortedByCoord.out.bam","E15C2_249_Y","EmDisc_CS6",1
"X3536STDY8494318Aligned.sortedByCoord.out.bam","E15C2_249_S","ExMes_CS6",1
"X3536STDY8494335Aligned.sortedByCoord.out.bam","E15C1_223_F","Tb_CS6",1
"X3536STDY8494345Aligned.sortedByCoord.out.bam","E15C2_249_G","EmDisc_CS6",1
"X3536STDY8494351Aligned.sortedByCoord.out.bam","E15C1_223_H","Tb_CS6",1
"X3536STDY8494353Aligned.sortedByCoord.out.bam","E15C2_249_H","EmDisc_CS6",1
"X3536STDY8494359Aligned.sortedByCoord.out.bam","E15C1_223_I","Tb_CS6",1
"X3536STDY8494367Aligned.sortedByCoord.out.bam","E15C1_223_J","Tb_CS6",1
"X3536STDY8494390Aligned.sortedByCoord.out.bam","E15C1_223_A","Tb_CS6",1
"X3536STDY8494391Aligned.sortedByCoord.out.bam","E15C1_223_M","Tb_CS6",1
"X3536STDY8494399Aligned.sortedByCoord.out.bam","E15C1_223_N","Tb_CS6",1
"X3536STDY8494400Aligned.sortedByCoord.out.bam","E15C2_249_B","ExMes_CS6",1
"X3536STDY8494417Aligned.sortedByCoord.out.bam","E15C2_249_P","EmDisc_CS6",1
"X3536STDY8612440Aligned.sortedByCoord.out.bam","E15C2_252_T","EmDisc_CS6",1
"X3536STDY8612441Aligned.sortedByCoord.out.bam","E15C2_252_AF","SYS_CS6",1
"X3536STDY8612442Aligned.sortedByCoord.out.bam","E15C2_252_AR","EmDisc_CS6",1
"X3536STDY8612433Aligned.sortedByCoord.out.bam","E15C2_252_AE","SYS_CS6",1
"X3536STDY8612432Aligned.sortedByCoord.out.bam","E15C2_252_S","EmDisc_CS6",1
"X3536STDY8612386Aligned.sortedByCoord.out.bam","E15C2_252_AK","SYS_CS6",1
"X3536STDY8612387Aligned.sortedByCoord.out.bam","E15C2_240_B","EmDisc_CS6",1
"X3536STDY8612384Aligned.sortedByCoord.out.bam","E15C2_252_M","EmDisc_CS6",1
"X3536STDY8612383Aligned.sortedByCoord.out.bam","E15C2_252_A","Tb_CS6",1
"X3536STDY8612385Aligned.sortedByCoord.out.bam","E15C2_252_Y","VE_CS6",1
"X3536STDY8612430Aligned.sortedByCoord.out.bam","E15C2_240_AQ","ExMes_CS6",1
"X3536STDY8612428Aligned.sortedByCoord.out.bam","E15C2_240_S","EmDisc_CS6",1
"X3536STDY8612388Aligned.sortedByCoord.out.bam","E15C2_240_N","PGC_CS6",1
"X3536STDY8612454Aligned.sortedByCoord.out.bam","E15C2_240_AT","ExMes_CS6",1
"X3536STDY8612453Aligned.sortedByCoord.out.bam","E15C2_240_AH","VE_CS6",1
"X3536STDY8612401Aligned.sortedByCoord.out.bam","E15C2_252_AA","SYS_CS6",1
"X3536STDY8612400Aligned.sortedByCoord.out.bam","E15C2_252_O","EmDisc_CS6",1
"X3536STDY8612397Aligned.sortedByCoord.out.bam","E15C2_240_AA","EmDisc_CS6",1
"X3536STDY8612396Aligned.sortedByCoord.out.bam","E15C2_240_O","EmDisc_CS6",1
"X3536STDY8612395Aligned.sortedByCoord.out.bam","E15C2_240_C","Am_CS6",1
"X3536STDY8612393Aligned.sortedByCoord.out.bam","E15C2_252_Z","VE_CS6",1
"X3536STDY8612392Aligned.sortedByCoord.out.bam","E15C2_252_N","EmDisc_CS6",1
"X3536STDY8612390Aligned.sortedByCoord.out.bam","E15C2_240_AL","Stalk_CS6",1
"X3536STDY8612382Aligned.sortedByCoord.out.bam","E15C2_240_AK","PGC_CS6",1
"X3536STDY8612381Aligned.sortedByCoord.out.bam","E15C2_240_Y","Am_CS6",1
"X3536STDY8612472Aligned.sortedByCoord.out.bam","E15C2_252_X","VE_CS6",1
"X3536STDY8612471Aligned.sortedByCoord.out.bam","E15C2_252_L","Tb_CS6",1
"X3536STDY8612469Aligned.sortedByCoord.out.bam","E15C2_240_AJ","PGC_CS6",1
"X3536STDY8612464Aligned.sortedByCoord.out.bam","E15C2_252_W","VE_CS6",1
"X3536STDY8612460Aligned.sortedByCoord.out.bam","E15C2_240_W","EmDisc_CS6",1
"X3536STDY8612461Aligned.sortedByCoord.out.bam","E15C2_240_AI","VE_CS6",1
"X3536STDY8612459Aligned.sortedByCoord.out.bam","E15C2_240_K","Am_CS6",1
"X3536STDY8612456Aligned.sortedByCoord.out.bam","E15C2_252_V","VE_CS6",1
"X3536STDY8612448Aligned.sortedByCoord.out.bam","E15C2_252_U","VE_CS6",1
"X3536STDY8612445Aligned.sortedByCoord.out.bam","E15C2_240_AG","VE_CS6",1
"X3536STDY8612436Aligned.sortedByCoord.out.bam","E15C2_240_T","EmDisc_CS6",1
"X3536STDY8612435Aligned.sortedByCoord.out.bam","E15C2_240_H","Am_CS6",1
"X3536STDY8612434Aligned.sortedByCoord.out.bam","E15C2_252_AQ","EmDisc_CS6",1
"X3536STDY8612427Aligned.sortedByCoord.out.bam","E15C2_240_G","Am_CS6",1
"X3536STDY8612425Aligned.sortedByCoord.out.bam","E15C2_252_AD","SYS_CS6",1
"X3536STDY8612424Aligned.sortedByCoord.out.bam","E15C2_252_R","EmDisc_CS6",1
"X3536STDY8612421Aligned.sortedByCoord.out.bam","E15C2_240_AD","VE_CS6",1
"X3536STDY8612420Aligned.sortedByCoord.out.bam","E15C2_240_R","EmDisc_CS6",1
"X3536STDY8612418Aligned.sortedByCoord.out.bam","E15C2_252_AO","VE_CS6",1
"X3536STDY8612417Aligned.sortedByCoord.out.bam","E15C2_252_AC","SYS_CS6",1
"X3536STDY8612416Aligned.sortedByCoord.out.bam","E15C2_252_Q","EmDisc_CS6",1
"X3536STDY8612414Aligned.sortedByCoord.out.bam","E15C2_240_AO","SYS_CS6",1
"X3536STDY8612413Aligned.sortedByCoord.out.bam","E15C2_240_AC","EmDisc_CS6",1
"X3536STDY8612411Aligned.sortedByCoord.out.bam","E15C2_240_E","Am_CS6",1
"X3536STDY8612410Aligned.sortedByCoord.out.bam","E15C2_252_AN","ExMes_CS6",1
"X3536STDY8612409Aligned.sortedByCoord.out.bam","E15C2_252_AB","SYS_CS6",1
"X3536STDY8612408Aligned.sortedByCoord.out.bam","E15C2_252_P","EmDisc_CS6",1
"X3536STDY8612405Aligned.sortedByCoord.out.bam","E15C2_240_AB","EmDisc_CS6",1
"X3536STDY8612406Aligned.sortedByCoord.out.bam","E15C2_240_AN","SYS_CS6",1
"X3536STDY8612404Aligned.sortedByCoord.out.bam","E15C2_240_P","EmDisc_CS6",1
"CME25A7619453Aligned.sortedByCoord.out.bam","E25B_48_X","Tb_CS7",1
"CME25A7619452Aligned.sortedByCoord.out.bam","E25B_48_L","SYS_CS7",1
"CME25A7619444Aligned.sortedByCoord.out.bam","E25B_48_K","SYS_CS7",1
"CME25A7619436Aligned.sortedByCoord.out.bam","E25B_48_J","SYS_CS7",1
"CME25A7619437Aligned.sortedByCoord.out.bam","E25B_48_V","SYS_CS7",1
"CME25A7619429Aligned.sortedByCoord.out.bam","E25B_48_U","SYS_CS7",1
"CME25A7619428Aligned.sortedByCoord.out.bam","E25B_48_I","SYS_CS7",1
"CME25A7619420Aligned.sortedByCoord.out.bam","E25B_48_H","SYS_CS7",1
"CME25A7619421Aligned.sortedByCoord.out.bam","E25B_48_T","SYS_CS7",1
"CME25A7619415Aligned.sortedByCoord.out.bam","E25B_59_D","SYS_CS7",1
"CME25A7619413Aligned.sortedByCoord.out.bam","E25B_48_S","SYS_CS7",1
"CME25A7619412Aligned.sortedByCoord.out.bam","E25B_48_G","SYS_CS7",1
"CME25A7619407Aligned.sortedByCoord.out.bam","E25B_59_C","SYS_CS7",1
"CME25A7619404Aligned.sortedByCoord.out.bam","E25B_48_F","SYS_CS7",1
"CME25A7619396Aligned.sortedByCoord.out.bam","E25B_48_E","SYS_CS7",1
"CME25A7619391Aligned.sortedByCoord.out.bam","E25B_59_A","SYS_CS7",1
"CME25A7619389Aligned.sortedByCoord.out.bam","E25B_48_P","Tb_CS7",1
"CME25A7619388Aligned.sortedByCoord.out.bam","E25B_48_D","SYS_CS7",1
"CME25A7619380Aligned.sortedByCoord.out.bam","E25B_48_C","SYS_CS7",1
"CME25A7619364Aligned.sortedByCoord.out.bam","E25B_48_A","SYS_CS7",1
"CME25A7587396Aligned.sortedByCoord.out.bam","E25A_161_L","EmDisc_CS7",1
"CME25A7587392Aligned.sortedByCoord.out.bam","E25A_166_AB","Tb_CS7",1
"CME25A7587394Aligned.sortedByCoord.out.bam","E25A_169_R","Tb_CS7",1
"CME25A7587393Aligned.sortedByCoord.out.bam","E25A_169_F","Am_CS7",1
"CME25A7587388Aligned.sortedByCoord.out.bam","E25A_161_K","Am_CS7",1
"CME25A7587385Aligned.sortedByCoord.out.bam","E25A_169_E","Am_CS7",1
"CME25A7587382Aligned.sortedByCoord.out.bam","E25A_166_C","SYS_CS7",1
"CME25A7587377Aligned.sortedByCoord.out.bam","E25A_169_D","Am_CS7",1
"CME25A7587375Aligned.sortedByCoord.out.bam","E25A_166_N","Am_CS7",1
"CME25A7587370Aligned.sortedByCoord.out.bam","E25A_169_O","PGC_CS7",1
"CME25A7587372Aligned.sortedByCoord.out.bam","E25A_161_I","SYS_CS7",1
"CME25A7587371Aligned.sortedByCoord.out.bam","E25A_169_AA","Tb_CS7",1
"CME25A7587362Aligned.sortedByCoord.out.bam","E25A_169_N","EmDisc_CS7",1
"CME25A7587367Aligned.sortedByCoord.out.bam","E25A_166_M","ExMes_CS7",1
"CME25A7587361Aligned.sortedByCoord.out.bam","E25A_169_B","Am_CS7",1
"CME25A7587364Aligned.sortedByCoord.out.bam","E25A_161_H","Am_CS7",1
"CME25A7587360Aligned.sortedByCoord.out.bam","E25A_166_X","Tb_CS7",1
"CME25A7587359Aligned.sortedByCoord.out.bam","E25A_166_L","ExMes_CS7",1
"CME25A7587354Aligned.sortedByCoord.out.bam","E25A_169_M","EmDisc_CS7",1
"CME25A7587352Aligned.sortedByCoord.out.bam","E25A_166_W","ExMes_CS7",1
"CME25A7587353Aligned.sortedByCoord.out.bam","E25A_169_A","Am_CS7",1
"CME25A7587357Aligned.sortedByCoord.out.bam","E25A_161_S","Tb_CS7",1
"CME25A7587346Aligned.sortedByCoord.out.bam","E25A_169_L","EmDisc_CS7",1
"CME25A7587348Aligned.sortedByCoord.out.bam","E25A_161_F","Am_CS7",1
"CME25A7587349Aligned.sortedByCoord.out.bam","E25A_161_R","Tb_CS7",1
"CME25A7587345Aligned.sortedByCoord.out.bam","E25A_166_AH","EmDisc_CS7",1
"CME25A7587347Aligned.sortedByCoord.out.bam","E25A_169_X","SYS_CS7",1
"CME25A7587343Aligned.sortedByCoord.out.bam","E25A_166_J","SYS_CS7",1
"CME25A7587341Aligned.sortedByCoord.out.bam","E25A_161_Q","Tb_CS7",1
"CME25A7587339Aligned.sortedByCoord.out.bam","E25A_169_W","SYS_CS7",1
"CME25A7587338Aligned.sortedByCoord.out.bam","E25A_169_K","EmDisc_CS7",1
"CME25A7587335Aligned.sortedByCoord.out.bam","E25A_166_I","Tb_CS7",1
"CME25A7587331Aligned.sortedByCoord.out.bam","E25A_169_V","SYS_CS7",1
"CME25A7587330Aligned.sortedByCoord.out.bam","E25A_169_J","EmDisc_CS7",1
"CME25A7587333Aligned.sortedByCoord.out.bam","E25A_161_P","Tb_CS7",1
"CME25A7587332Aligned.sortedByCoord.out.bam","E25A_161_D","Am_CS7",1
"CME25A7587323Aligned.sortedByCoord.out.bam","E25A_169_U","SYS_CS7",1
"CME25A7587324Aligned.sortedByCoord.out.bam","E25A_161_C","SYS_CS7",1
"CME25A7587325Aligned.sortedByCoord.out.bam","E25A_161_O","EmDisc_CS7",1
"CME25A7587314Aligned.sortedByCoord.out.bam","E25A_169_H","Am_CS7",1
"CME25A7587322Aligned.sortedByCoord.out.bam","E25A_169_I","EmDisc_CS7",1
"CME25A7587319Aligned.sortedByCoord.out.bam","E25A_166_G","PGC_CS7",1
"CME25A7587315Aligned.sortedByCoord.out.bam","E25A_169_T","SYS_CS7",1
"CME25A7587316Aligned.sortedByCoord.out.bam","E25A_161_B","SYS_CS7",1
"CME25A7587312Aligned.sortedByCoord.out.bam","E25A_166_R","Am_CS7",1
"CME25A7587311Aligned.sortedByCoord.out.bam","E25A_166_F","EmDisc_CS7",1
"CME25A7587308Aligned.sortedByCoord.out.bam","E25A_161_A","SYS_CS7",1
"CME25A7587300Aligned.sortedByCoord.out.bam","E25A_193_L","Am_CS7",1
"CME25A7587295Aligned.sortedByCoord.out.bam","E25A_195_M","Tb_CS7",1
"CME25A7587296Aligned.sortedByCoord.out.bam","E25A_195_Y","Tb_CS7",1
"CME25A7587288Aligned.sortedByCoord.out.bam","E25A_195_X","ExMes_CS7",1
"CME25A7587284Aligned.sortedByCoord.out.bam","E25A_193_J","Am_CS7",1
"CME25A7587287Aligned.sortedByCoord.out.bam","E25A_195_L","ExMes_CS7",1
"CME25A7587285Aligned.sortedByCoord.out.bam","E25A_193_V","Tb_CS7",1
"CME25A7587280Aligned.sortedByCoord.out.bam","E25A_195_W","ExMes_CS7",1
"CME25A7587279Aligned.sortedByCoord.out.bam","E25A_195_K","Tb_CS7",1
"CME25A7587265Aligned.sortedByCoord.out.bam","E25A_201_E","Tb_CS7",1
"CME25A7587264Aligned.sortedByCoord.out.bam","E25A_195_U","Tb_CS7",1
"CME25A7587263Aligned.sortedByCoord.out.bam","E25A_195_I","ExMes_CS7",1
"CME25A7587255Aligned.sortedByCoord.out.bam","E25A_195_H","ExMes_CS7",1
"CME25A7587257Aligned.sortedByCoord.out.bam","E25A_201_D","Am_CS7",1
"CME25A7587256Aligned.sortedByCoord.out.bam","E25A_195_T","Tb_CS7",1
"CME25A7587248Aligned.sortedByCoord.out.bam","E25A_195_S","Tb_CS7",1
"CME25A7587249Aligned.sortedByCoord.out.bam","E25A_201_C","Am_CS7",1
"CME25A7587240Aligned.sortedByCoord.out.bam","E25A_195_R","Tb_CS7",1
"CME25A7587247Aligned.sortedByCoord.out.bam","E25A_195_G","Tb_CS7",1
"CME25A7587232Aligned.sortedByCoord.out.bam","E25A_195_Q","Tb_CS7",1
"CME25A7587225Aligned.sortedByCoord.out.bam","E25A_195_AB","Tb_CS7",1
"CME25A7587224Aligned.sortedByCoord.out.bam","E25A_195_P","Tb_CS7",1
"CME25A7587222Aligned.sortedByCoord.out.bam","E25A_193_Z","Tb_CS7",1
"CME25A7587217Aligned.sortedByCoord.out.bam","E25A_195_AA","Tb_CS7",1
"CME25A7587216Aligned.sortedByCoord.out.bam","E25A_195_O","Tb_CS7",1
"CME25A7587214Aligned.sortedByCoord.out.bam","E25A_193_Y","Tb_CS7",1
"CME25A7587213Aligned.sortedByCoord.out.bam","E25A_193_M","Am_CS7",1
"SLX.16564.i715_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_H","PGC_CS7",1
"SLX.16564.i715_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_174_D","Stalk_CS7",1
"SLX.16564.i714_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_190_G","Am_CS7",1
"SLX.16564.i714_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_G","EmDisc_CS7",1
"SLX.16564.i714_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_AC","Am_CS7",1
"SLX.16564.i714_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_E","EmDisc_CS7",1
"SLX.16564.i714_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_174_C","EmDisc_CS7",1
"SLX.16564.i712_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_F","EmDisc_CS7",1
"SLX.16564.i712_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_D","EmDisc_CS7",1
"SLX.16564.i712_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_174_B","EmDisc_CS7",1
"SLX.16564.i712_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_190_F","Am_CS7",1
"SLX.16564.i711_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_E","EmDisc_CS7",1
"SLX.16564.i711_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_C","EmDisc_CS7",1
"SLX.16564.i711_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_AA","Am_CS7",1
"SLX.16564.i711_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_174_A","EmDisc_CS7",1
"SLX.16564.i710_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_190_D","Am_CS7",1
"SLX.16564.i710_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_B","EmDisc_CS7",1
"SLX.16564.i707_i506.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_A","EmDisc_CS7",1
"SLX.16564.i707_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_O","ExMes_CS7",1
"SLX.16564.i710_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_169_AM","SYS_CS7",1
"SLX.16564.i707_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_C","SYS_CS7",1
"SLX.16564.i710_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_D","SYS_CS7",1
"SLX.16564.i707_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_190_C","Am_CS7",1
"SLX.16564.i707_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_Y","Am_CS7",1
"SLX.16564.i706_i511.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_190_N","ExMes_CS7",1
"SLX.16564.i706_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_190_B","Am_CS7",1
"SLX.16564.i706_i508.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_X","Am_CS7",1
"SLX.16564.i706_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_N","ExMes_CS7",1
"SLX.16564.i706_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_B","SYS_CS7",1
"SLX.16564.i705_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_A","SYS_CS7",1
"SLX.16564.i705_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_169_AJ","Stalk_CS7",1
"SLX.16564.i704_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_AH","Tb_CS7",1
"SLX.16564.i704_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_L","Am_CS7",1
"SLX.16564.i703_i510.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_184_AG","Tb_CS7",1
"SLX.16564.i704_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_169_AI","Am_CS7",1
"SLX.16564.i703_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_K","Am_CS7",1
"SLX.16564.i701_i503.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_174_E","Stalk_CS7",1
"SLX.16564.i701_i502.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_169_AF","ExMes_CS7",1
"SLX.16564.i701_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_I","Am_CS7",1
"SLX.16564.i702_i505.HWCLLBBXX.s_8.rAligned.sortedByCoord.out.bam","E25A_180_J","Am_CS7",1
"X3536STDY8652479Aligned.sortedByCoord.out.bam","E25B_59_AF","SYS_CS7",1
"X3536STDY8652485Aligned.sortedByCoord.out.bam","E25B_50_AO","SYS_CS7",1
"X3536STDY8652493Aligned.sortedByCoord.out.bam","E25B_59_J","Tb_CS7",1
"X3536STDY8652501Aligned.sortedByCoord.out.bam","E25B_59_K","Tb_CS7",1
"X3536STDY8652511Aligned.sortedByCoord.out.bam","E25B_59_AJ","Tb_CS7",1
"X3536STDY8652516Aligned.sortedByCoord.out.bam","E25B_50_AG","Tb_CS7",1
"X3536STDY8652517Aligned.sortedByCoord.out.bam","E25B_59_M","Tb_CS7",1
"X3536STDY8652518Aligned.sortedByCoord.out.bam","E25B_59_Y","SYS_CS7",1
"X3536STDY8652524Aligned.sortedByCoord.out.bam","E25B_50_AH","Tb_CS7",1
"X3536STDY8652526Aligned.sortedByCoord.out.bam","E25B_59_Z","SYS_CS7",1
"X3536STDY8652532Aligned.sortedByCoord.out.bam","E25B_50_AI","Tb_CS7",1
"X3536STDY8652534Aligned.sortedByCoord.out.bam","E25B_59_AA","SYS_CS7",1
"X3536STDY8652542Aligned.sortedByCoord.out.bam","E25B_59_AB","SYS_CS7",1
"X3536STDY8652550Aligned.sortedByCoord.out.bam","E25B_59_AC","SYS_CS7",1
"X3536STDY8652558Aligned.sortedByCoord.out.bam","E25B_59_AD","SYS_CS7",1
"X3536STDY8652559Aligned.sortedByCoord.out.bam","E25B_59_AP","Tb_CS7",1
"X3536STDY8652566Aligned.sortedByCoord.out.bam","E25B_59_AE","SYS_CS7",1
"X3536STDY8494228Aligned.sortedByCoord.out.bam","E25B_37_Y","Tb_CS7",1
"X3536STDY8494229Aligned.sortedByCoord.out.bam","E25B_50_K","SYS_CS7",1
"X3536STDY8494237Aligned.sortedByCoord.out.bam","E25B_50_L","SYS_CS7",1
"X3536STDY8494253Aligned.sortedByCoord.out.bam","E25B_50_N","Tb_CS7",1
"X3536STDY8494257Aligned.sortedByCoord.out.bam","E25A_138_F","Tb_CS7",1
"X3536STDY8494268Aligned.sortedByCoord.out.bam","E25B_50_D","SYS_CS7",1
"X3536STDY8494282Aligned.sortedByCoord.out.bam","E25B_37_H","Tb_CS7",1
"X3536STDY8494283Aligned.sortedByCoord.out.bam","E25B_37_T","Tb_CS7",1
